FECHA DE LA INSPECCIÓN;DISTRITO;DIRECCIÓN;MOTIVO;EPÍGRAFE DE ACTIVIDAD;PROGRAMA
25/02/2021;RETIRO;AV MEDITERRANEO 50;NO PROGRAMADA;472911 - OTRO COM.MENOR PRODUCTOS ALIMENTICIOS C/VENDEDOR N.C.O.P.;COMERCIO MINORISTA ALIMENTACIÓN
10/02/2021;RETIRO;CL DOCTOR ESQUERDO 173;NO PROGRAMADA;471101 - COM.MEN.ESTAB.NO ESPEC.C/PREDOMIN.ALIM.Y BEB.(AUTOSERVICIO);COMERCIO MINORISTA ALIMENTACIÓN
30/04/2021;RETIRO;CL LIRA 8;NO PROGRAMADA;471104 - COM.MENOR PRODUCTOS ALIMENTICIOS NO PERECEDEROS ENVASADOS;COMERCIO MINORISTA ALIMENTACIÓN
26/05/2021;RETIRO;CL LIRA 8;NO PROGRAMADA;471104 - COM.MENOR PRODUCTOS ALIMENTICIOS NO PERECEDEROS ENVASADOS;COMERCIO MINORISTA ALIMENTACIÓN
22/03/2021;RETIRO;CL CRUZ DEL SUR 31;NO PROGRAMADA;472102 - COMERCIO AL POR MENOR DE FRUTAS Y HORTALIZAS SIN OBRADOR;COMERCIO MINORISTA ALIMENTACIÓN
19/05/2021;RETIRO;CL CRUZ DEL SUR 31;NO PROGRAMADA;472102 - COMERCIO AL POR MENOR DE FRUTAS Y HORTALIZAS SIN OBRADOR;COMERCIO MINORISTA ALIMENTACIÓN
12/05/2021;RETIRO;CL ASTROS 14;NO PROGRAMADA;472102 - COMERCIO AL POR MENOR DE FRUTAS Y HORTALIZAS SIN OBRADOR;COMERCIO MINORISTA ALIMENTACIÓN
12/05/2021;RETIRO;CL ASTROS 14;NO PROGRAMADA;472204 - COMERCIO AL POR MENOR DE CARNICERIA-SALCHICHERIA;COMERCIO MINORISTA ALIMENTACIÓN
22/02/2021;RETIRO;CL CRUZ DEL SUR 1;NO PROGRAMADA;561005 - BAR CON COCINA;RESTAURACIÓN COLECTIVA
18/03/2021;RETIRO;CL SIRIO 10;NO PROGRAMADA;561004 - BAR RESTAURANTE;RESTAURACIÓN COLECTIVA
24/06/2021;RETIRO;CL SIRIO 30;NO PROGRAMADA;472911 - OTRO COM.MENOR PRODUCTOS ALIMENTICIOS C/VENDEDOR N.C.O.P.;COMERCIO MINORISTA ALIMENTACIÓN
11/02/2021;RETIRO;CL PEZ AUSTRAL 4;NO PROGRAMADA;472407 - ESTABLECIMIENTOS DE VENTA DE PLATOS PREPARADOS CON OBRADOR;COMERCIO MINORISTA ALIMENTACIÓN
01/02/2021;RETIRO;CL PEZ AUSTRAL 4;NO PROGRAMADA;472401 - COMERCIO MENOR PAN Y PRODUC.PANADERIA Y BOLLERIA CON OBRADOR;COMERCIO MINORISTA ALIMENTACIÓN
01/02/2021;RETIRO;CL PEZ AUSTRAL 4;NO PROGRAMADA;472911 - OTRO COM.MENOR PRODUCTOS ALIMENTICIOS C/VENDEDOR N.C.O.P.;COMERCIO MINORISTA ALIMENTACIÓN
11/02/2021;RETIRO;CL PEZ AUSTRAL 4;NO PROGRAMADA;472911 - OTRO COM.MENOR PRODUCTOS ALIMENTICIOS C/VENDEDOR N.C.O.P.;COMERCIO MINORISTA ALIMENTACIÓN
11/02/2021;RETIRO;CL PEZ AUSTRAL 4;NO PROGRAMADA;472401 - COMERCIO MENOR PAN Y PRODUC.PANADERIA Y BOLLERIA CON OBRADOR;COMERCIO MINORISTA ALIMENTACIÓN
11/02/2021;RETIRO;CL PEZ AUSTRAL 4;NO PROGRAMADA;472401 - COMERCIO MENOR PAN Y PRODUC.PANADERIA Y BOLLERIA CON OBRADOR;COMERCIO MINORISTA ALIMENTACIÓN
22/03/2021;RETIRO;CL PEZ VOLADOR 9;NO PROGRAMADA;471101 - COM.MEN.ESTAB.NO ESPEC.C/PREDOMIN.ALIM.Y BEB.(AUTOSERVICIO);COMERCIO MINORISTA ALIMENTACIÓN
19/05/2021;RETIRO;CL PEZ VOLADOR 9;NO PROGRAMADA;471101 - COM.MEN.ESTAB.NO ESPEC.C/PREDOMIN.ALIM.Y BEB.(AUTOSERVICIO);COMERCIO MINORISTA ALIMENTACIÓN
03/02/2021;RETIRO;CL IBIZA 33;NO PROGRAMADA;471101 - COM.MEN.ESTAB.NO ESPEC.C/PREDOMIN.ALIM.Y BEB.(AUTOSERVICIO);COMERCIO MINORISTA ALIMENTACIÓN
01/03/2021;RETIRO;CL IBIZA 33;NO PROGRAMADA;471101 - COM.MEN.ESTAB.NO ESPEC.C/PREDOMIN.ALIM.Y BEB.(AUTOSERVICIO);COMERCIO MINORISTA ALIMENTACIÓN
30/04/2021;RETIRO;CL ALCALDE SAINZ DE BARANDA 51;NO PROGRAMADA;471101 - COM.MEN.ESTAB.NO ESPEC.C/PREDOMIN.ALIM.Y BEB.(AUTOSERVICIO);COMERCIO MINORISTA ALIMENTACIÓN
30/04/2021;RETIRO;CL ALCALDE SAINZ DE BARANDA 57;NO PROGRAMADA;471101 - COM.MEN.ESTAB.NO ESPEC.C/PREDOMIN.ALIM.Y BEB.(AUTOSERVICIO);COMERCIO MINORISTA ALIMENTACIÓN
30/04/2021;RETIRO;CL ALCALDE SAINZ DE BARANDA 57;NO PROGRAMADA;472102 - COMERCIO AL POR MENOR DE FRUTAS Y HORTALIZAS SIN OBRADOR;COMERCIO MINORISTA ALIMENTACIÓN
03/06/2021;RETIRO;CL ALCALDE SAINZ DE BARANDA 57;NO PROGRAMADA;471101 - COM.MEN.ESTAB.NO ESPEC.C/PREDOMIN.ALIM.Y BEB.(AUTOSERVICIO);COMERCIO MINORISTA ALIMENTACIÓN
03/06/2021;RETIRO;CL ALCALDE SAINZ DE BARANDA 57;NO PROGRAMADA;472102 - COMERCIO AL POR MENOR DE FRUTAS Y HORTALIZAS SIN OBRADOR;COMERCIO MINORISTA ALIMENTACIÓN
05/04/2021;RETIRO;CL IBIZA 72;NO PROGRAMADA;472911 - OTRO COM.MENOR PRODUCTOS ALIMENTICIOS C/VENDEDOR N.C.O.P.;COMERCIO MINORISTA ALIMENTACIÓN
17/03/2021;RETIRO;CL IBIZA 8;NO PROGRAMADA;472407 - ESTABLECIMIENTOS DE VENTA DE PLATOS PREPARADOS CON OBRADOR;COMERCIO MINORISTA ALIMENTACIÓN
17/03/2021;RETIRO;CL IBIZA 8;NO PROGRAMADA;472407 - ESTABLECIMIENTOS DE VENTA DE PLATOS PREPARADOS CON OBRADOR;COMERCIO MINORISTA ALIMENTACIÓN
30/03/2021;RETIRO;CL ALCALDE SAINZ DE BARANDA 34;NO PROGRAMADA;471104 - COM.MENOR PRODUCTOS ALIMENTICIOS NO PERECEDEROS ENVASADOS;COMERCIO MINORISTA ALIMENTACIÓN
30/03/2021;RETIRO;CL ALCALDE SAINZ DE BARANDA 34;NO PROGRAMADA;563005 - BAR SIN COCINA;RESTAURACIÓN COLECTIVA
11/05/2021;RETIRO;CL ALCALDE SAINZ DE BARANDA 34;NO PROGRAMADA;471104 - COM.MENOR PRODUCTOS ALIMENTICIOS NO PERECEDEROS ENVASADOS;COMERCIO MINORISTA ALIMENTACIÓN
11/05/2021;RETIRO;CL ALCALDE SAINZ DE BARANDA 34;NO PROGRAMADA;563005 - BAR SIN COCINA;RESTAURACIÓN COLECTIVA
15/04/2021;RETIRO;CL ALCALDE SAINZ DE BARANDA 14;NO PROGRAMADA;472407 - ESTABLECIMIENTOS DE VENTA DE PLATOS PREPARADOS CON OBRADOR;COMERCIO MINORISTA ALIMENTACIÓN
18/05/2021;RETIRO;CL ALCALDE SAINZ DE BARANDA 14;NO PROGRAMADA;472911 - OTRO COM.MENOR PRODUCTOS ALIMENTICIOS C/VENDEDOR N.C.O.P.;COMERCIO MINORISTA ALIMENTACIÓN
18/05/2021;RETIRO;CL ALCALDE SAINZ DE BARANDA 14;NO PROGRAMADA;561004 - BAR RESTAURANTE;RESTAURACIÓN COLECTIVA
24/03/2021;RETIRO;CL NARVAEZ 72;NO PROGRAMADA;472911 - OTRO COM.MENOR PRODUCTOS ALIMENTICIOS C/VENDEDOR N.C.O.P.;COMERCIO MINORISTA ALIMENTACIÓN
29/04/2021;RETIRO;CL NARVAEZ 72;NO PROGRAMADA;472911 - OTRO COM.MENOR PRODUCTOS ALIMENTICIOS C/VENDEDOR N.C.O.P.;COMERCIO MINORISTA ALIMENTACIÓN
12/04/2021;RETIRO;AV MENENDEZ PELAYO 25;NO PROGRAMADA;472911 - OTRO COM.MENOR PRODUCTOS ALIMENTICIOS C/VENDEDOR N.C.O.P.;COMERCIO MINORISTA ALIMENTACIÓN
12/05/2021;RETIRO;AV MENENDEZ PELAYO 25;NO PROGRAMADA;472911 - OTRO COM.MENOR PRODUCTOS ALIMENTICIOS C/VENDEDOR N.C.O.P.;COMERCIO MINORISTA ALIMENTACIÓN
06/05/2021;RETIRO;AV MENENDEZ PELAYO 35;NO PROGRAMADA;563005 - BAR SIN COCINA;RESTAURACIÓN COLECTIVA
28/09/2021;RETIRO;AV MENENDEZ PELAYO 35;NO PROGRAMADA;563005 - BAR SIN COCINA;RESTAURACIÓN COLECTIVA
10/03/2021;RETIRO;CL ANTONIO ACUÑA 19;NO PROGRAMADA;471101 - COM.MEN.ESTAB.NO ESPEC.C/PREDOMIN.ALIM.Y BEB.(AUTOSERVICIO);COMERCIO MINORISTA ALIMENTACIÓN
29/03/2021;RETIRO;CL ANTONIO ACUÑA 19;NO PROGRAMADA;472203 - COMERCIO AL POR MENOR DE CARNICERIA-CHARCUTERIA;COMERCIO MINORISTA ALIMENTACIÓN
19/04/2021;RETIRO;CL ANTONIO ACUÑA 19;NO PROGRAMADA;472203 - COMERCIO AL POR MENOR DE CARNICERIA-CHARCUTERIA;COMERCIO MINORISTA ALIMENTACIÓN
30/06/2021;RETIRO;CL DOCTOR ESQUERDO 70;NO PROGRAMADA;471101 - COM.MEN.ESTAB.NO ESPEC.C/PREDOMIN.ALIM.Y BEB.(AUTOSERVICIO);COMERCIO MINORISTA ALIMENTACIÓN
10/03/2021;RETIRO;PZ NIÑO JESUS 2;NO PROGRAMADA;472911 - OTRO COM.MENOR PRODUCTOS ALIMENTICIOS C/VENDEDOR N.C.O.P.;COMERCIO MINORISTA ALIMENTACIÓN
15/04/2021;RETIRO;PZ NIÑO JESUS 2;NO PROGRAMADA;472911 - OTRO COM.MENOR PRODUCTOS ALIMENTICIOS C/VENDEDOR N.C.O.P.;COMERCIO MINORISTA ALIMENTACIÓN
28/04/2021;RETIRO;CL PIO BAROJA 5;NO PROGRAMADA;472402 - COMERCIO MENOR PAN Y PRODUC.PANADERIA Y BOLLERIA SIN OBRADOR;COMERCIO MINORISTA ALIMENTACIÓN
21/04/2021;RETIRO;CL PIO BAROJA 5;NO PROGRAMADA;563005 - BAR SIN COCINA;RESTAURACIÓN COLECTIVA
19/01/2021;RETIRO;CL ALCALDE SAINZ DE BARANDA 64;NO PROGRAMADA;561004 - BAR RESTAURANTE;RESTAURACIÓN COLECTIVA
11/03/2021;RETIRO;CL O'DONNELL 8;NO PROGRAMADA;561001 - RESTAURANTE;RESTAURACIÓN COLECTIVA
11/03/2021;RETIRO;CL O'DONNELL 8;NO PROGRAMADA;561001 - RESTAURANTE;RESTAURACIÓN COLECTIVA
08/04/2021;CHAMARTIN;CL GENIL 11;NO PROGRAMADA;562902 - SERVICIOS COMEDOR EN CENTROS EDUCATIVOS Y CEN. DE CUID.INFAN;RESTAURACIÓN COLECTIVA
12/03/2021;CHAMARTIN;CL FRANCISCO SILVELA 104;NO PROGRAMADA;561006 - CAFETERIA;RESTAURACIÓN COLECTIVA
30/04/2021;CHAMARTIN;CL FRANCISCO SILVELA 104;NO PROGRAMADA;561006 - CAFETERIA;RESTAURACIÓN COLECTIVA
21/04/2021;CHAMARTIN;CL CANILLAS 27;PROGRAMADA;472302 - COMERCIO AL POR MENOR DE PESCADOS Y MARISCOS SIN OBRADOR;COMERCIO MINORISTA ALIMENTACIÓN
01/06/2021;CHAMARTIN;CL CANILLAS 27;PROGRAMADA;472302 - COMERCIO AL POR MENOR DE PESCADOS Y MARISCOS SIN OBRADOR;COMERCIO MINORISTA ALIMENTACIÓN
27/09/2021;CHAMARTIN;CL RAMOS CARRION 7;PROGRAMADA;471104 - COM.MENOR PRODUCTOS ALIMENTICIOS NO PERECEDEROS ENVASADOS;COMERCIO MINORISTA ALIMENTACIÓN
25/01/2021;CHAMARTIN;CL CLARA DEL REY 50;PROGRAMADA;472102 - COMERCIO AL POR MENOR DE FRUTAS Y HORTALIZAS SIN OBRADOR;COMERCIO MINORISTA ALIMENTACIÓN
22/01/2021;CHAMARTIN;CL CORAZON DE MARIA 33;NO PROGRAMADA;472407 - ESTABLECIMIENTOS DE VENTA DE PLATOS PREPARADOS CON OBRADOR;COMERCIO MINORISTA ALIMENTACIÓN
22/01/2021;CHAMARTIN;CL CORAZON DE MARIA 33;NO PROGRAMADA;561004 - BAR RESTAURANTE;RESTAURACIÓN COLECTIVA
29/01/2021;CHAMARTIN;CL LOPEZ DE HOYOS 153;NO PROGRAMADA;472401 - COMERCIO MENOR PAN Y PRODUC.PANADERIA Y BOLLERIA CON OBRADOR;COMERCIO MINORISTA ALIMENTACIÓN
29/01/2021;CHAMARTIN;CL LOPEZ DE HOYOS 153;NO PROGRAMADA;561006 - CAFETERIA;RESTAURACIÓN COLECTIVA
27/01/2021;CHAMARTIN;CL NIEREMBERG 8;NO PROGRAMADA;562902 - SERVICIOS COMEDOR EN CENTROS EDUCATIVOS Y CEN. DE CUID.INFAN;RESTAURACIÓN COLECTIVA
20/04/2021;CHAMARTIN;CL SANCHEZ PACHECO 94;NO PROGRAMADA;561004 - BAR RESTAURANTE;RESTAURACIÓN COLECTIVA
07/06/2021;CHAMARTIN;CL SANCHEZ PACHECO 94;NO PROGRAMADA;561004 - BAR RESTAURANTE;RESTAURACIÓN COLECTIVA
16/07/2021;CHAMARTIN;CL SANCHEZ PACHECO 94;NO PROGRAMADA;561004 - BAR RESTAURANTE;RESTAURACIÓN COLECTIVA
26/01/2021;CHAMARTIN;CL FERNANDEZ DE OVIEDO 4;PROGRAMADA;561004 - BAR RESTAURANTE;RESTAURACIÓN COLECTIVA
16/02/2021;CHAMARTIN;CL FERNANDEZ DE OVIEDO 4;PROGRAMADA;561004 - BAR RESTAURANTE;RESTAURACIÓN COLECTIVA
29/03/2021;CHAMARTIN;CL LOPEZ DE HOYOS 91;NO PROGRAMADA;472102 - COMERCIO AL POR MENOR DE FRUTAS Y HORTALIZAS SIN OBRADOR;COMERCIO MINORISTA ALIMENTACIÓN
21/04/2021;CHAMARTIN;CL LOPEZ DE HOYOS 91;NO PROGRAMADA;472102 - COMERCIO AL POR MENOR DE FRUTAS Y HORTALIZAS SIN OBRADOR;COMERCIO MINORISTA ALIMENTACIÓN
10/02/2021;CHAMARTIN;CL ANASTASIO AROCA 4;NO PROGRAMADA;472911 - OTRO COM.MENOR PRODUCTOS ALIMENTICIOS C/VENDEDOR N.C.O.P.;COMERCIO MINORISTA ALIMENTACIÓN
17/02/2021;CHAMARTIN;CL ANASTASIO AROCA 4;NO PROGRAMADA;472911 - OTRO COM.MENOR PRODUCTOS ALIMENTICIOS C/VENDEDOR N.C.O.P.;COMERCIO MINORISTA ALIMENTACIÓN
12/02/2021;CHAMARTIN;CL CLARA DEL REY 27;NO PROGRAMADA;472402 - COMERCIO MENOR PAN Y PRODUC.PANADERIA Y BOLLERIA SIN OBRADOR;COMERCIO MINORISTA ALIMENTACIÓN
12/02/2021;CHAMARTIN;CL CLARA DEL REY 27;NO PROGRAMADA;472911 - OTRO COM.MENOR PRODUCTOS ALIMENTICIOS C/VENDEDOR N.C.O.P.;COMERCIO MINORISTA ALIMENTACIÓN
26/03/2021;CHAMARTIN;CL CLARA DEL REY 27;NO PROGRAMADA;472402 - COMERCIO MENOR PAN Y PRODUC.PANADERIA Y BOLLERIA SIN OBRADOR;COMERCIO MINORISTA ALIMENTACIÓN
25/03/2021;CHAMARTIN;CL CLARA DEL REY 27;NO PROGRAMADA;472911 - OTRO COM.MENOR PRODUCTOS ALIMENTICIOS C/VENDEDOR N.C.O.P.;COMERCIO MINORISTA ALIMENTACIÓN
30/04/2021;CHAMARTIN;CL CLARA DEL REY 27;NO PROGRAMADA;472402 - COMERCIO MENOR PAN Y PRODUC.PANADERIA Y BOLLERIA SIN OBRADOR;COMERCIO MINORISTA ALIMENTACIÓN
30/04/2021;CHAMARTIN;CL CLARA DEL REY 27;NO PROGRAMADA;472911 - OTRO COM.MENOR PRODUCTOS ALIMENTICIOS C/VENDEDOR N.C.O.P.;COMERCIO MINORISTA ALIMENTACIÓN
31/03/2021;CHAMARTIN;CL PRINCIPE DE VERGARA 208;NO PROGRAMADA;563005 - BAR SIN COCINA;RESTAURACIÓN COLECTIVA
20/05/2021;CHAMARTIN;CL PRINCIPE DE VERGARA 208;NO PROGRAMADA;563005 - BAR SIN COCINA;RESTAURACIÓN COLECTIVA
23/06/2021;CHAMARTIN;CL PRINCIPE DE VERGARA 208;NO PROGRAMADA;563005 - BAR SIN COCINA;RESTAURACIÓN COLECTIVA
21/07/2021;CHAMARTIN;CL PRINCIPE DE VERGARA 208;NO PROGRAMADA;563005 - BAR SIN COCINA;RESTAURACIÓN COLECTIVA
23/02/2021;CHAMARTIN;CL COSTA RICA 28;PROGRAMADA;563005 - BAR SIN COCINA;RESTAURACIÓN COLECTIVA
15/04/2021;CHAMARTIN;CL COSTA RICA 28;NO PROGRAMADA;563005 - BAR SIN COCINA;RESTAURACIÓN COLECTIVA
23/07/2021;CHAMARTIN;CL PUERTO RICO 34;NO PROGRAMADA;561004 - BAR RESTAURANTE;RESTAURACIÓN COLECTIVA
03/09/2021;CHAMARTIN;CL PUERTO RICO 34;NO PROGRAMADA;561004 - BAR RESTAURANTE;RESTAURACIÓN COLECTIVA
22/01/2021;CHAMARTIN;CL PROFESOR WAKSMAN 14;PROGRAMADA;561006 - CAFETERIA;RESTAURACIÓN COLECTIVA
22/01/2021;CHAMARTIN;CL PROFESOR WAKSMAN 14;PROGRAMADA;472406 - ESTABLECIMIENTOS DE VENTA DE PLATOS PREPARADOS SIN OBRADOR;COMERCIO MINORISTA ALIMENTACIÓN
19/02/2021;CHAMARTIN;CL PROFESOR WAKSMAN 14;PROGRAMADA;472406 - ESTABLECIMIENTOS DE VENTA DE PLATOS PREPARADOS SIN OBRADOR;COMERCIO MINORISTA ALIMENTACIÓN
19/02/2021;CHAMARTIN;CL PROFESOR WAKSMAN 14;PROGRAMADA;561006 - CAFETERIA;RESTAURACIÓN COLECTIVA
17/03/2021;CHAMARTIN;CL PROFESOR WAKSMAN 14;PROGRAMADA;561006 - CAFETERIA;RESTAURACIÓN COLECTIVA
17/03/2021;CHAMARTIN;CL PROFESOR WAKSMAN 14;PROGRAMADA;472406 - ESTABLECIMIENTOS DE VENTA DE PLATOS PREPARADOS SIN OBRADOR;COMERCIO MINORISTA ALIMENTACIÓN
16/02/2021;CHAMARTIN;CL CONDES DEL VAL 12;NO PROGRAMADA;562902 - SERVICIOS COMEDOR EN CENTROS EDUCATIVOS Y CEN. DE CUID.INFAN;RESTAURACIÓN COLECTIVA
02/06/2021;CHAMARTIN;PO LA HABANA 73;NO PROGRAMADA;551001 - HOTELES Y MOTELES CON RESTAURANTE;RESTAURACIÓN COLECTIVA
14/07/2021;CHAMARTIN;PO LA HABANA 73;NO PROGRAMADA;551001 - HOTELES Y MOTELES CON RESTAURANTE;RESTAURACIÓN COLECTIVA
05/07/2021;CHAMARTIN;PO LA HABANA 83;NO PROGRAMADA;562905 - SERVICIOS DE PREPARACIÓN DE COMIDAS EN HOSPITALES;RESTAURACIÓN COLECTIVA
04/08/2021;CHAMARTIN;PO LA HABANA 83;NO PROGRAMADA;562905 - SERVICIOS DE PREPARACIÓN DE COMIDAS EN HOSPITALES;RESTAURACIÓN COLECTIVA
09/06/2021;CHAMARTIN;CL PADRE DAMIAN 4;NO PROGRAMADA;562901 - OTROS SERVICIOS DE COMIDAS EN INSTALA.DEPORT.,EMPRES.O SIMI.;RESTAURACIÓN COLECTIVA
27/01/2021;CHAMARTIN;CL DOCTOR FLEMING 39;NO PROGRAMADA;561005 - BAR CON COCINA;RESTAURACIÓN COLECTIVA
10/03/2021;CHAMARTIN;CL DOCTOR FLEMING 39;NO PROGRAMADA;561005 - BAR CON COCINA;RESTAURACIÓN COLECTIVA
05/08/2021;CHAMARTIN;CL DOCTOR FLEMING 52;NO PROGRAMADA;561004 - BAR RESTAURANTE;RESTAURACIÓN COLECTIVA
17/09/2021;CHAMARTIN;CL DOCTOR FLEMING 52;NO PROGRAMADA;561004 - BAR RESTAURANTE;RESTAURACIÓN COLECTIVA
02/02/2021;CHAMARTIN;PZ MADRE MOLAS 2;NO PROGRAMADA;562902 - SERVICIOS COMEDOR EN CENTROS EDUCATIVOS Y CEN. DE CUID.INFAN;RESTAURACIÓN COLECTIVA
14/07/2021;CHAMARTIN;CL PRINCIPE DE VERGARA 287;NO PROGRAMADA;561004 - BAR RESTAURANTE;RESTAURACIÓN COLECTIVA
07/09/2021;CHAMARTIN;CL PRINCIPE DE VERGARA 287;NO PROGRAMADA;561004 - BAR RESTAURANTE;RESTAURACIÓN COLECTIVA
05/04/2021;CHAMARTIN;CL PRINCIPE DE VERGARA 280;NO PROGRAMADA;561001 - RESTAURANTE;RESTAURACIÓN COLECTIVA
05/05/2021;CHAMARTIN;CL PRINCIPE DE VERGARA 280;PROGRAMADA;561001 - RESTAURANTE;RESTAURACIÓN COLECTIVA
10/09/2021;CHAMARTIN;PZ DUQUE DE PASTRANA 3;NO PROGRAMADA;561004 - BAR RESTAURANTE;RESTAURACIÓN COLECTIVA
13/09/2021;CHAMARTIN;AV BURGOS 16;PROGRAMADA;561004 - BAR RESTAURANTE;RESTAURACIÓN COLECTIVA
13/09/2021;CHAMARTIN;AV BURGOS 16;PROGRAMADA;561004 - BAR RESTAURANTE;RESTAURACIÓN COLECTIVA
15/07/2021;CHAMARTIN;CL LUIS CABRERA 59;NO PROGRAMADA;562903 - SERVICIOS DE COMEDOR EN CENTROS PARA MAYORES;RESTAURACIÓN COLECTIVA
26/01/2021;CHAMARTIN;CL CONDE DE TORRALBA 11;NO PROGRAMADA;471104 - COM.MENOR PRODUCTOS ALIMENTICIOS NO PERECEDEROS ENVASADOS;COMERCIO MINORISTA ALIMENTACIÓN
24/09/2021;CHAMARTIN;CL PRINCIPE DE VERGARA 252;PROGRAMADA;561004 - BAR RESTAURANTE;RESTAURACIÓN COLECTIVA
04/08/2021;CHAMARTIN;CL PRINCIPE DE VERGARA 258;NO PROGRAMADA;561006 - CAFETERIA;RESTAURACIÓN COLECTIVA
07/06/2021;CHAMARTIN;CL EUCALIPTO 1;PROGRAMADA;561001 - RESTAURANTE;RESTAURACIÓN COLECTIVA
02/08/2021;CHAMARTIN;CL EUCALIPTO 1;NO PROGRAMADA;561001 - RESTAURANTE;RESTAURACIÓN COLECTIVA
22/07/2021;CHAMARTIN;CL LUIS LARRAINZA 46;NO PROGRAMADA;562903 - SERVICIOS DE COMEDOR EN CENTROS PARA MAYORES;RESTAURACIÓN COLECTIVA
09/03/2021;BARAJAS;AV CANTABRIA 39;NO PROGRAMADA;561001 - RESTAURANTE;RESTAURACIÓN COLECTIVA
09/03/2021;BARAJAS;AV CANTABRIA 39;NO PROGRAMADA;472904 - COMERCIO AL POR MENOR DE HELADOS SIN OBRADOR;COMERCIO MINORISTA ALIMENTACIÓN
21/04/2021;BARAJAS;AV LOGROÑO 112;NO PROGRAMADA;561002 - RESTAURANTES DE COMIDA RAPIDA;RESTAURACIÓN COLECTIVA
15/02/2021;BARAJAS;CL VELERO 19;NO PROGRAMADA;472401 - COMERCIO MENOR PAN Y PRODUC.PANADERIA Y BOLLERIA CON OBRADOR;COMERCIO MINORISTA ALIMENTACIÓN
16/04/2021;BARAJAS;CL VELERO 19;NO PROGRAMADA;472401 - COMERCIO MENOR PAN Y PRODUC.PANADERIA Y BOLLERIA CON OBRADOR;COMERCIO MINORISTA ALIMENTACIÓN
11/08/2021;BARAJAS;CL TAURO 8;NO PROGRAMADA;561004 - BAR RESTAURANTE;RESTAURACIÓN COLECTIVA
30/09/2021;RETIRO;CL RONCESVALLES 2;NO PROGRAMADA;562905 - SERVICIOS DE PREPARACIÓN DE COMIDAS EN HOSPITALES;RESTAURACIÓN COLECTIVA
27/04/2021;CHAMARTIN;CL ALFONSO RODRIGUEZ SANTAMARIA 3;NO PROGRAMADA;562902 - SERVICIOS COMEDOR EN CENTROS EDUCATIVOS Y CEN. DE CUID.INFAN;RESTAURACIÓN COLECTIVA
18/03/2021;BARAJAS;CL RIBERA DEL LOIRA 28;NO PROGRAMADA;561004 - BAR RESTAURANTE;RESTAURACIÓN COLECTIVA
29/04/2021;BARAJAS;CL RIBERA DEL LOIRA 28;NO PROGRAMADA;561004 - BAR RESTAURANTE;RESTAURACIÓN COLECTIVA
14/06/2021;BARAJAS;CL RIBERA DEL LOIRA 28;NO PROGRAMADA;561004 - BAR RESTAURANTE;RESTAURACIÓN COLECTIVA
08/07/2021;BARAJAS;CL RIBERA DEL LOIRA 28;NO PROGRAMADA;561004 - BAR RESTAURANTE;RESTAURACIÓN COLECTIVA
15/09/2021;BARAJAS;CL CARABELA 14;NO PROGRAMADA;472205 - COMERCIO AL POR MENOR DE AVES, HUEVOS Y CAZA CON OBRADOR;COMERCIO MINORISTA ALIMENTACIÓN
25/01/2021;BARAJAS;CL BALANDRO 39;NO PROGRAMADA;472302 - COMERCIO AL POR MENOR DE PESCADOS Y MARISCOS SIN OBRADOR;COMERCIO MINORISTA ALIMENTACIÓN
09/03/2021;BARAJAS;CL BALANDRO 39;NO PROGRAMADA;472302 - COMERCIO AL POR MENOR DE PESCADOS Y MARISCOS SIN OBRADOR;COMERCIO MINORISTA ALIMENTACIÓN
01/06/2021;RETIRO;CL VALDERRIBAS 30;NO PROGRAMADA;472301 - COMERCIO MENOR PESCADOS Y MARISC.C/ OBRADOR(INCLUYE COCCION);COMERCIO MINORISTA ALIMENTACIÓN
10/03/2021;RETIRO;CL VALDERRIBAS 30;NO PROGRAMADA;472102 - COMERCIO AL POR MENOR DE FRUTAS Y HORTALIZAS SIN OBRADOR;COMERCIO MINORISTA ALIMENTACIÓN
18/06/2021;RETIRO;CL VALDERRIBAS 30;NO PROGRAMADA;472202 - COMERCIO AL POR MENOR DE CHARCUTERIA;COMERCIO MINORISTA ALIMENTACIÓN
29/06/2021;RETIRO;CL VALDERRIBAS 30;NO PROGRAMADA;472401 - COMERCIO MENOR PAN Y PRODUC.PANADERIA Y BOLLERIA CON OBRADOR;COMERCIO MINORISTA ALIMENTACIÓN
25/02/2021;RETIRO;CL IBIZA 8;NO PROGRAMADA;563005 - BAR SIN COCINA;RESTAURACIÓN COLECTIVA
25/02/2021;RETIRO;CL IBIZA 8;NO PROGRAMADA;563005 - BAR SIN COCINA;RESTAURACIÓN COLECTIVA
30/09/2021;RETIRO;CL IBIZA 8;NO PROGRAMADA;561005 - BAR CON COCINA;RESTAURACIÓN COLECTIVA
25/02/2021;RETIRO;CL IBIZA 8;NO PROGRAMADA;472407 - ESTABLECIMIENTOS DE VENTA DE PLATOS PREPARADOS CON OBRADOR;COMERCIO MINORISTA ALIMENTACIÓN
30/09/2021;RETIRO;CL IBIZA 8;NO PROGRAMADA;472407 - ESTABLECIMIENTOS DE VENTA DE PLATOS PREPARADOS CON OBRADOR;COMERCIO MINORISTA ALIMENTACIÓN
28/04/2021;CHAMARTIN;CL CONDE DE TORRALBA 11;NO PROGRAMADA;472407 - ESTABLECIMIENTOS DE VENTA DE PLATOS PREPARADOS CON OBRADOR;COMERCIO MINORISTA ALIMENTACIÓN
